"","chimp","DOB","Sex","X","X.1","Rater","Numraters","Date","X.2","X.3","X.4","fear","dom","pers","caut","stbl","aut","stngy","jeals","reckl","soc","tim","symp","play","sol","actv","help","buly","aggr","manp","gntl","affc","exct","impl","inqs","subm","depd","irri","pred","decs","depr","sens","defn","intll","prot","invt","clmy","errc","frdy","lazy","dsor","unem","imit","indp"
"74","25710e0c9eee87b77aa87bd20dce04be","6/22/1992",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"",NA,NA,NA,2,4,4,3,5,2,4,2,2,3,3,3,4,4,4,4,2,2,3,5,3,2,2,5,5,3,4,5,5,2,4,3,4,2,4,3,2,3,4,2,5,5,4
"75","25710e0c9eee87b77aa87bd20dce04be","6/22/1992",NA,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"6/16/2002",NA,NA,NA,4,2,4,5,6,2,4,3,2,5,6,3,3,5,4,3,2,2,3,4,4,4,4,5,5,5,4,5,4,3,5,1,5,4,2,3,6,4,3,4,6,2,5
"76","b07c2760643c3cf8db6a3c1d6caa61d7","12/5/1994",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",1,"7/26/2001",NA,NA,NA,6,2,5,6,3,1,6,6,3,6,5,5,5,2,4,5,2,1,5,4,5,4,3,6,6,5,2,4,3,2,5,5,5,4,5,5,3,5,3,2,3,4,3
"77","4fb718cebf55cd58276ca3096908193c","12/10/1967",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,2,6,5,4,5,2,6,3,2,4,3,3,2,4,4,2,1,2,4,5,4,4,3,2,2,2,2,5,4,3,4,3,4,3,3,3,2,4,3,4,4,4,5
"78","4fb718cebf55cd58276ca3096908193c","12/10/1967",NA,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"9/17/1997",NA,NA,NA,3,3,6,5,3,6,5,5,2,2,6,2,2,6,1,3,4,4,2,3,2,2,4,2,5,4,5,4,5,5,2,3,1,3,2,6,5,2,7,6,6,2,5
"79","c5df3529047ca1794cdf1bafdae6b687","",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"",NA,NA,NA,5,1,5,6,3,5,2,2,4,4,5,4,4,4,5,4,4,1,4,5,4,6,5,6,5,5,3,5,4,2,4,2,4,4,5,1,5,6,1,2,3,4,3
"80","db9e5f344f66115cd06d553ed2475179","7/14/1988",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"11/21/1997",NA,NA,NA,3,5,5,2,2,5,4,5,6,3,4,2,4,4,4,3,5,6,3,2,2,5,5,4,2,2,6,2,3,4,2,5,3,6,3,5,6,2,4,5,3,2,6
"81","db9e5f344f66115cd06d553ed2475179","7/14/1988",NA,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/26/2001",NA,NA,NA,2,5,3,4,3,3,5,5,5,3,2,2,3,5,5,4,5,6,4,4,3,5,3,4,2,2,4,5,3,3,4,3,4,3,4,4,5,4,4,5,4,5,5
"82","6e1ac6235538b6c3193d2579a75010aa","12/10/1953",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"10/22/1997",NA,NA,NA,1,1,5,6,5,3,3,2,1,5,5,5,4,6,1,4,1,1,5,6,4,4,3,5,6,5,2,5,3,4,4,1,5,4,3,5,3,6,5,4,2,4,5
"83","ae6ab99328d65c5961d4807353cd096d","1/1/1967",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"8/31/1997",NA,NA,NA,2,7,7,3,4,2,6,5,6,3,5,3,5,5,4,2,7,6,6,3,2,5,4,4,2,2,4,4,5,4,3,6,4,4,3,5,4,5,3,4,5,4,6
"84","74812d18c64a901d7045589553e7e3ee","4/18/1983",1,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/15/2001",NA,NA,NA,1,6,6,2,2,3,6,6,5,5,2,1,2,4,2,5,5,6,4,2,3,7,7,3,2,1,6,5,5,2,6,3,4,4,2,2,4,4,2,5,5,4,5
"85","74812d18c64a901d7045589553e7e3ee","4/18/1983",NA,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"9/2/1997",NA,NA,NA,3,4,5,3,3,5,5,5,5,3,5,3,2,6,2,4,4,5,4,2,2,4,5,2,5,4,5,5,3,5,2,4,2,3,1,6,6,3,6,6,5,2,5
"86","c2b9f615ab1d0c2b47780cabc407efd2","8/27/1980",0,NA,NA,"14e52f9413a6847d4f37497b46be731b",1,"8/16/2000",NA,NA,NA,1,7,7,2,6,1,7,7,6,6,1,2,4,1,4,3,7,7,7,1,4,4,6,7,1,1,6,1,6,1,2,7,6,2,6,1,6,3,2,2,3,2,7
"87","7bc214871c75f4547d50c7189b55f76a","1/1/1969",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/16/1999",NA,NA,NA,1,1,7,7,6,1,1,7,1,6,1,4,1,5,1,5,1,1,7,1,6,1,1,6,1,4,1,7,6,1,5,2,7,5,7,1,1,2,7,1,2,4,5
"88","9ef921c5ffbadeb77013891706b0d234","5/8/1969",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,4,3,3,6,6,2,4,3,2,4,5,4,2,5,1,4,1,1,4,5,4,3,1,1,4,3,2,6,4,5,4,2,3,4,2,5,2,3,6,3,6,4,4
"89","9ef921c5ffbadeb77013891706b0d234","5/8/1969",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/29/2001",NA,NA,NA,5,4,3,4,5,2,4,4,3,3,4,4,3,5,3,4,3,3,4,4,4,4,5,4,5,4,5,5,5,5,5,4,3,3,3,4,3,4,4,4,3,3,5
"90","a6d4071905571d9f47cf4e30d57fabf5","1/1/1959",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"7/27/1997",NA,NA,NA,1,6,6,2,2,6,6,4,6,3,5,2,3,4,4,4,5,6,5,3,3,6,6,4,2,4,4,5,5,5,2,6,4,4,4,5,6,4,4,5,1,4,5
"91","996c0adb09fed059ca153837f33549d2","8/3/1984",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"7/10/1997",NA,NA,NA,5,5,5,2,2,1,3,5,6,5,2,2,1,6,4,2,6,6,6,2,2,6,3,3,2,4,5,4,6,3,2,6,4,2,4,4,6,4,2,3,2,4,6
"92","2a0867a0b0375142629c40f6b1b2f773","8/1/1962",1,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",1,"7/26/2001",NA,NA,NA,3,1,2,5,5,2,2,3,2,2,5,3,3,6,1,4,2,2,1,5,5,2,2,1,3,2,2,6,3,5,4,2,3,3,1,3,1,4,7,5,4,3,6
"93","420711213ef1bc34f7c5c5045706e141","10/16/1976",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"11/3/1997",NA,NA,NA,5,5,3,2,3,1,6,6,6,4,5,3,1,4,4,3,6,5,5,3,2,5,6,1,1,4,6,2,4,3,3,6,2,2,1,2,6,2,4,5,2,2,6
"94","420711213ef1bc34f7c5c5045706e141","10/16/1976",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/25/2001",NA,NA,NA,3,4,4,3,6,2,6,5,4,3,2,3,4,3,4,4,5,5,5,4,3,3,3,3,2,2,5,4,5,3,3,5,4,4,4,3,2,3,4,3,3,4,5
"95","f3594c993939d108a7cb1467f0c52256","5/17/1995",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/14/1999",NA,NA,NA,2,1,4,4,3,1,2,4,4,7,4,4,7,1,7,4,2,1,4,7,6,2,1,7,5,5,1,4,2,1,4,1,3,4,4,5,1,6,1,5,5,7,4
"96","e26e87b1c55d6ad628db76a9f727b9f4","9/21/1987",1,NA,NA,"8bc31029242e023a9ff931f728b04a5c",1,"7/24/1997",NA,NA,NA,1,7,7,1,3,1,5,5,5,4,1,1,6,1,6,3,6,6,4,2,4,3,5,5,1,1,5,2,6,2,2,4,6,2,5,2,6,3,1,1,1,1,7
"97","f465f22cbba5125075842393f79bcf50","1/1/1969",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"7/10/1997",NA,NA,NA,4,4,5,5,7,1,2,3,2,5,2,5,5,3,3,4,2,2,5,5,5,4,4,5,3,2,2,5,5,1,4,2,6,5,6,2,2,5,2,2,5,4,5
"98","f465f22cbba5125075842393f79bcf50","1/1/1969",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/15/2001",NA,NA,NA,3,6,5,5,5,2,3,5,3,2,5,3,2,2,2,2,2,2,4,3,3,4,2,2,2,3,5,5,4,4,5,3,4,2,2,3,2,4,4,3,5,5,2
"99","b6b236c6d497192a1bb9af542f89f01b","2/14/1958",0,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/26/2001",NA,NA,NA,3,2,2,5,5,3,2,2,1,2,4,3,1,6,2,4,1,2,3,4,3,3,2,2,5,5,2,5,5,5,4,1,3,2,2,4,2,4,2,5,4,2,6
"100","b6b236c6d497192a1bb9af542f89f01b","2/14/1958",NA,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"12/30/1998",NA,NA,NA,5,1,2,5,2,7,2,1,1,1,6,5,1,7,2,2,1,2,3,4,1,2,3,1,6,3,5,5,4,7,2,2,1,2,3,6,5,4,5,6,5,2,6
"101","2f841de1f122b159ff435250994a9b58","1/1/1963",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"9/10/1997",NA,NA,NA,4,5,7,3,2,5,6,5,3,2,3,1,2,6,3,3,6,5,4,3,2,7,5,2,3,3,7,2,6,4,4,6,5,3,3,4,6,2,4,4,1,3,5
"102","7e372ace814d9f3290115d80908b9d9a","8/14/1982",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/19/1999",NA,NA,NA,2,1,6,5,4,1,1,1,2,2,2,4,3,6,3,3,1,1,2,6,4,1,1,4,5,4,2,4,3,2,4,2,4,2,2,1,2,4,5,1,2,1,6
"103","ac9e41cc174fb8a0cb83754c5d86e82d","3/9/1992",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/26/2001",NA,NA,NA,3,6,7,5,3,1,7,6,5,4,3,3,3,5,4,3,6,5,4,3,3,4,6,4,2,2,5,4,5,3,3,5,5,3,3,3,4,3,2,3,4,4,6
"104","ac9e41cc174fb8a0cb83754c5d86e82d","3/9/1992",NA,NA,NA,"bb57b6b64856fa4c3ebb2b20efa41b08",2,"8/17/1997",NA,NA,NA,2,6,5,3,2,3,7,7,6,3,1,3,5,5,6,3,6,4,3,3,2,5,7,6,1,1,6,3,7,6,5,5,5,2,7,1,4,2,1,2,1,4,7
"105","23b2da5e0693db4e47d313abd26fd708","1/21/1977",1,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,1,6,3,2,3,1,6,5,3,3,4,2,2,5,2,3,5,5,4,2,2,2,2,4,2,1,4,5,5,5,3,3,4,2,3,4,4,2,6,4,5,4,5
"106","23b2da5e0693db4e47d313abd26fd708","1/21/1977",NA,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"8/21/1997",NA,NA,NA,4,4,5,4,6,3,4,4,2,4,5,4,4,5,3,4,4,2,3,5,4,3,3,4,5,5,3,5,3,4,5,3,3,5,4,5,3,5,5,3,5,3,5
"107","338b292ca9eb2efab6b55425c057884d","1/1/1964",1,NA,NA,"bb57b6b64856fa4c3ebb2b20efa41b08",1,"6/11/2000",NA,NA,NA,2,4,3,5,6,4,5,3,4,6,2,5,4,5,4,5,5,4,5,6,6,3,2,4,2,4,2,6,5,2,6,2,6,5,2,1,1,6,4,1,6,2,5
"108","ed70a5788b6d33288167317b561b90fb","1/10/1993",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"11/30/1997",NA,NA,NA,2,5,5,4,4,1,5,3,3,6,2,4,6,1,5,4,2,1,6,4,5,3,2,6,3,3,2,4,5,1,4,3,5,5,5,2,1,5,1,1,2,4,6
"109","ed70a5788b6d33288167317b561b90fb","1/10/1993",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/26/2001",NA,NA,NA,3,6,6,3,3,4,5,5,6,3,2,2,3,4,6,3,5,5,5,3,4,6,5,5,2,2,5,5,3,3,6,5,5,2,5,3,5,3,2,4,3,2,4
"110","1a23e21b875858bb09819cf72dc15ec4","11/25/1980",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"8/15/1997",NA,NA,NA,3,5,5,2,3,5,5,4,5,5,3,4,5,4,5,4,5,5,4,3,3,5,5,5,3,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4,2,4,4
"111","1a23e21b875858bb09819cf72dc15ec4","11/25/1980",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/15/2001",NA,NA,NA,2,6,6,2,2,3,6,1,7,1,2,1,2,5,6,2,7,7,6,1,1,7,6,2,1,2,7,6,5,3,7,7,2,2,2,2,2,1,1,3,2,2,6
"112","ca7ed554a50491e836558310eec7ce3e","2/23/1968",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"7/17/1997",NA,NA,NA,6,2,2,2,6,5,1,1,1,5,7,5,4,6,2,4,2,2,4,5,5,3,2,2,5,5,2,6,4,2,4,2,2,5,3,5,2,5,5,6,5,3,5
"113","30d08681f5bf29538f9fbd97edac9cbd","8/29/1994",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",1,"",NA,NA,NA,4,4,6,3,3,2,4,4,4,4,3,2,5,2,5,3,3,3,4,4,3,4,5,4,4,4,5,4,5,2,5,4,4,2,3,2,2,4,2,2,3,4,3
"114","49acc3088bdbfd28e7b7a71dad06134f","8/1/1986",1,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,4,3,5,3,6,2,3,2,4,6,1,3,3,3,4,4,2,1,4,5,6,5,2,6,4,2,1,6,4,2,4,2,4,4,5,1,1,6,5,2,2,3,5
"115","49acc3088bdbfd28e7b7a71dad06134f","8/1/1986",NA,NA,NA,"4fdbfa0a004b35f397ec4cbd1ba9c916",2,"10/4/1997",NA,NA,NA,2,5,3,2,5,2,4,5,6,4,2,3,5,3,6,2,6,5,4,3,2,4,6,5,5,4,4,5,3,2,3,5,6,2,5,2,5,4,2,5,3,5,5
"116","6ad7dba41788dafe77dd83050c7e7f58","5/13/1986",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"9/30/1997",NA,NA,NA,6,2,4,6,3,5,5,4,2,3,6,3,3,4,3,3,5,4,4,4,2,5,3,2,6,6,5,5,3,4,3,3,3,2,4,5,5,2,5,5,2,5,2
"117","95315fce19c4f41d52f0b24b12ac26cf","7/26/1987",0,NA,NA,"8bc31029242e023a9ff931f728b04a5c",2,"7/18/1997",NA,NA,NA,5,1,4,5,4,6,1,1,1,4,4,4,3,2,4,5,1,1,1,5,6,4,2,4,5,5,2,4,4,2,6,2,6,5,4,3,1,6,1,1,1,7,4
"118","95315fce19c4f41d52f0b24b12ac26cf","7/26/1987",NA,NA,NA,"3e0b514bba2983f9afd4923909d51c2c",2,"10/4/1997",NA,NA,NA,2,5,5,5,6,2,3,3,1,5,4,5,6,5,3,5,3,1,5,6,5,2,3,6,4,3,2,6,5,5,6,2,7,4,6,1,2,6,4,1,3,7,7
"119","77cadcf5bdaaf38de75569ea4430854d","6/1/1988",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/26/2001",NA,NA,NA,2,7,7,2,6,2,7,6,5,4,1,1,5,3,3,3,6,5,5,3,3,4,4,3,2,1,3,5,6,2,3,4,5,2,3,5,2,3,6,2,3,3,6
"120","77cadcf5bdaaf38de75569ea4430854d","6/1/1988",NA,NA,NA,"0a8bb5f5aa4e47f0506c75cccba38051",2,"7/27/2001",NA,NA,NA,2,6,6,2,6,1,7,7,3,6,2,5,7,2,6,4,6,5,6,3,6,5,5,6,2,2,1,5,6,2,5,5,7,5,6,4,2,5,3,2,2,6,6
"121","82ad61b54bac881f65f3664745f9c65e","7/8/1990",1,NA,NA,"2bdac43399e5231278527eaa929991f4",1,"1/12/1999",NA,NA,NA,6,2,2,2,2,1,5,4,7,4,2,2,6,4,6,2,7,5,2,1,3,5,6,6,5,4,3,3,6,1,4,5,6,1,4,2,3,3,1,4,2,1,4
"122","33f89ae5c08e35ead6f272b6d27f8af7","4/27/1988",1,NA,NA,"8bc31029242e023a9ff931f728b04a5c",2,"7/24/1997",NA,NA,NA,4,3,3,5,4,1,1,4,1,4,2,4,5,3,5,4,4,3,2,4,5,4,2,5,5,4,2,4,4,2,5,3,4,4,6,2,4,4,2,2,2,2,4
"123","33f89ae5c08e35ead6f272b6d27f8af7","4/27/1988",NA,NA,NA,"095339992c52ac54605c6e9f9db756ab",2,"8/17/1997",NA,NA,NA,3,6,4,7,6,3,6,7,2,7,4,6,6,2,6,5,2,2,4,6,7,3,2,6,1,5,2,4,5,1,6,2,6,5,6,1,3,7,2,2,2,4,5
"124","92a21002c5b26f9af11b72ba62f80b00","12/29/1983",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"7/12/1997",NA,NA,NA,3,2,5,4,5,3,5,5,4,4,4,3,5,4,4,5,4,5,5,3,3,5,5,4,5,5,2,5,5,5,3,5,5,5,5,4,2,5,2,3,5,4,5
"125","92a21002c5b26f9af11b72ba62f80b00","12/29/1983",NA,NA,NA,"0a8bb5f5aa4e47f0506c75cccba38051",2,"7/27/2001",NA,NA,NA,2,6,4,5,6,1,6,6,3,6,2,5,3,3,2,3,4,2,3,4,6,3,4,3,4,3,2,6,5,2,5,6,6,5,4,5,2,6,6,5,2,3,6
"126","b7d95ebca1622fcb38c6eeda8ba20c90","2/29/1976",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,4,3,4,6,3,2,2,2,2,5,4,5,2,4,3,4,1,1,6,5,5,4,3,5,6,3,1,3,4,3,6,5,5,4,5,4,2,4,4,3,4,4,3
"127","b7d95ebca1622fcb38c6eeda8ba20c90","2/29/1976",NA,NA,NA,"0f07c7ce75d1e8f9fd3c30b72c4df5cc",2,"6/2/2000",NA,NA,NA,4,4,4,4,4,2,4,4,2,4,3,3,4,3,3,3,3,3,3,4,3,4,3,4,3,3,3,4,4,3,4,3,4,4,4,1,1,3,3,2,2,3,4
"128","f63929e97d94e012fc0ce2d627fe9d40","9/8/1975",1,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/15/2001",NA,NA,NA,7,1,6,6,2,6,5,6,3,2,6,4,2,3,5,2,1,3,4,2,2,7,5,2,7,2,5,5,4,4,6,1,4,1,2,2,6,3,3,5,2,1,1
"129","f63929e97d94e012fc0ce2d627fe9d40","9/8/1975",NA,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/30/2001",NA,NA,NA,7,1,5,5,2,3,3,5,3,3,6,2,3,5,4,3,2,2,5,4,3,5,3,4,7,5,4,3,3,4,5,2,4,2,4,4,5,3,4,3,2,4,3
"130","0670e2a961f0b766fd021adbff055421","1/1/1970",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/26/2001",NA,NA,NA,2,5,2,3,6,4,2,2,2,5,2,5,3,4,1,4,2,2,4,5,5,3,3,3,3,3,2,5,4,4,4,3,4,5,4,4,3,5,7,3,5,4,5
"131","0670e2a961f0b766fd021adbff055421","1/1/1970",NA,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"9/26/1997",NA,NA,NA,5,5,5,6,6,5,5,2,1,5,5,5,1,4,2,3,3,3,5,5,5,2,2,3,3,4,3,6,5,5,3,3,5,4,4,3,2,5,5,2,5,2,6
"132","65e54990c79d6f73b206f4ee9a6357fa","1/1/1969",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/26/2001",NA,NA,NA,5,3,5,4,3,2,1,2,3,4,4,5,3,3,3,5,3,3,5,5,5,5,3,4,3,3,3,5,4,3,5,3,5,5,5,5,3,5,3,2,3,4,3
"133","65e54990c79d6f73b206f4ee9a6357fa","1/1/1969",NA,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",2,"1/14/1999",NA,NA,NA,2,4,6,4,5,1,6,5,2,5,3,5,2,4,2,4,2,1,5,6,6,2,1,6,4,2,1,6,6,1,5,4,7,5,4,1,2,6,2,2,3,1,6
"134","afce7a0a6f19f2629feab5fd486250ff","2/10/1994",1,NA,NA,"33977d85afa8a72a1b3a2abbca5da808",2,"2/1/1998",NA,NA,NA,4,5,6,5,3,5,4,6,3,5,5,5,4,3,4,5,4,3,7,4,5,5,3,5,5,6,4,4,6,4,5,2,6,4,5,4,4,4,3,2,4,5,3
"135","afce7a0a6f19f2629feab5fd486250ff","2/10/1994",NA,NA,NA,"bb57b6b64856fa4c3ebb2b20efa41b08",2,"6/11/2000",NA,NA,NA,5,4,4,3,3,6,6,6,5,4,3,3,6,2,6,3,4,4,3,3,6,6,5,4,4,4,4,3,5,2,4,4,3,3,4,4,5,5,2,2,3,4,4
"136","3938f1d564cf89e01268cc4ea3516175","8/6/1990",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/14/1999",NA,NA,NA,3,3,5,4,4,3,3,3,3,6,3,4,7,1,6,6,4,3,3,4,5,3,3,6,3,4,3,5,4,2,4,2,5,4,4,1,1,6,1,2,1,2,4
"137","f6dec7800dc29bdf0d671c43bf290d05","8/1/1959",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"7/24/1997",NA,NA,NA,4,4,5,5,4,2,5,2,2,5,6,4,4,5,2,4,3,2,5,5,4,5,3,3,4,4,4,5,4,5,5,3,4,4,4,3,3,5,6,2,6,4,5
"138","aa636eecdc844844b3dc47281a71566b","3/22/1993",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"",NA,NA,NA,1,6,7,2,2,6,4,6,7,6,1,2,4,3,5,2,4,6,3,4,5,7,4,3,3,2,3,5,5,2,3,6,2,4,2,3,4,5,2,2,1,1,5
"139","ee6bfd61502f13edf8fdd6dc81308366","7/1/1956",0,NA,NA,"4fdbfa0a004b35f397ec4cbd1ba9c916",1,"10/4/1997",NA,NA,NA,6,2,2,6,5,5,3,3,2,5,6,5,2,5,3,5,2,3,3,6,5,3,2,2,6,7,4,5,4,3,6,3,4,6,2,5,2,5,5,2,5,6,5
"140","fc656ef0bc2658583580a80f2cc10eb5","1/1/1957",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/14/1999",NA,NA,NA,3,1,4,4,3,2,2,4,1,5,4,5,4,4,3,5,1,1,3,5,5,5,2,5,4,4,2,6,4,2,5,3,5,5,2,2,2,6,2,2,1,2,4
"141","66c20904f9bcc40ffb79eab47e5e760b","1/14/1990",1,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,2,2,5,4,7,2,2,2,2,4,3,3,1,5,1,5,4,3,2,6,4,2,1,5,3,4,2,7,6,4,4,3,2,4,2,4,1,4,5,3,5,3,4
"142","66c20904f9bcc40ffb79eab47e5e760b","1/14/1990",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/29/2001",NA,NA,NA,4,4,6,4,3,5,4,5,4,4,3,4,5,3,6,4,3,5,3,4,4,6,5,5,4,4,5,3,5,4,5,4,4,5,3,3,5,4,2,3,3,6,4
"143","5abbe7d0b146159f7d2040d36622de50","8/16/1981",1,NA,NA,"b9a3c74cd48a8f5347281975470e8793",1,"7/26/2001",NA,NA,NA,2,6,5,3,4,3,2,2,3,3,3,3,3,5,3,4,4,5,4,4,3,5,4,4,1,1,2,3,3,5,3,5,4,4,4,5,4,4,6,5,4,3,5
"144","37393b438000f10c15c48f91a5bd2853","8/3/1984",1,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/14/1999",NA,NA,NA,4,5,5,2,2,5,6,5,7,4,2,3,5,3,5,2,6,6,5,2,3,6,6,5,3,3,5,3,4,3,3,5,4,3,4,2,5,3,3,2,4,3,5
"145","3793ec6063ccec913bba090363689293","7/8/1989",1,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/10/1999",NA,NA,NA,5,3,4,5,3,2,2,2,1,5,4,4,6,2,6,4,3,2,2,5,4,4,4,6,6,6,1,3,4,2,6,3,5,3,5,1,2,5,1,3,1,4,4
"146","14ca54ba4ac1701430ab35e64675f2f5","1/1/1964",0,NA,NA,"c5994f1ce9dccbb6f19903bd9316d0d3",1,"8/16/2000",NA,NA,NA,5,2,6,4,2,1,6,6,2,3,6,3,2,4,2,4,5,4,4,3,5,6,1,2,6,6,6,2,5,5,4,4,4,6,2,2,6,3,6,4,1,1,2
"147","d64b99a449ffb154e7dca0ef23549d32","8/3/1973",0,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/15/2001",NA,NA,NA,6,1,2,6,3,2,3,3,2,3,5,5,3,2,2,4,1,2,2,5,4,4,2,2,6,5,2,5,4,6,6,2,4,2,2,4,1,5,6,4,3,3,2
"148","d64b99a449ffb154e7dca0ef23549d32","8/3/1973",NA,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",2,"1/14/1999",NA,NA,NA,3,4,5,3,4,6,5,5,3,2,4,3,2,6,3,3,5,2,4,4,2,2,3,4,3,3,4,4,4,4,3,4,4,2,4,1,4,2,2,2,3,4,5
